ECR,Player,Kickoff,Opp,This Week,Last Week,Difference
341,DeeJay Dallas (ARI - RB),Mon 9:00PM,LAC,"$4,000","$4,000",0
-,Brevin Jordan (HOU - TE),Sun 1:00PM,@GB,"$4,000","$4,000",0
-,Robert Burns (ATL - RB),Sun 1:00PM,SEA,"$4,000","$4,000",0
302,Will Mallory (IND - TE),Sun 1:00PM,MIA,"$4,000","$4,000",0
-,Lorenzo Lingard (NYG - RB),Sun 1:00PM,PHI,"$4,000","$4,000",0
-,Henry Pearson (GB - RB),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Cole Turner (WAS - TE),Sun 4:05PM,CAR,"$4,000","$4,000",0
-,Elijah Cooks (JAC - WR),Sun 9:30AM,NE,"$4,000","$4,000",0
91,Romeo Doubs (GB - WR),Sun 1:00PM,HOU,"$6,000","$5,700",+300
-,Andrew Peasley (NYJ - QB),Sun 8:20PM,@PIT,"$6,000","$6,000",0
-,Deven Thompkins (CAR - WR),Sun 4:05PM,@WAS,"$4,000","$4,000",0
137,Gabe Davis (JAC - WR),Sun 9:30AM,NE,"$5,900","$5,800",+100
213,Emari Demercado (ARI - RB),Mon 9:00PM,LAC,"$4,800","$4,600",+200
308,Derius Davis (LAC - WR),Mon 9:00PM,@ARI,"$4,300","$4,000",+300
-,Jalen Reagor (LAC - WR),Mon 9:00PM,@ARI,"$4,000","$4,000",0
-,Nathan Rourke (ATL - QB),Sun 1:00PM,SEA,"$6,000","$6,000",0
-,Jarveon Howard (GB - RB),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Tommy DeVito (NYG - QB),Sun 1:00PM,PHI,"$6,000","$6,000",0
-,Deneric Prince (MIA - RB),Sun 1:00PM,@IND,"$4,000",-,-
-,Jacob Kibodi (NO - RB),Thu 8:15PM,DEN,"$4,000","$4,000",0
-,Jashaun Corbin (NYG - RB),Sun 1:00PM,PHI,"$4,000","$4,000",0
-,Tyler Badie (DEN - RB),Thu 8:15PM,@NO,"$4,000","$4,100",-100
-,Messiah Swinson (GB - TE),Sun 1:00PM,HOU,"$4,000","$4,000",0
-,Sam Wiglusz (LAR - WR),Sun 4:05PM,LV,"$4,000",-,-
-,Xavier Johnson (HOU - WR),Sun 1:00PM,@GB,"$4,000","$4,000",0
-,Ryan Miller (TB - TE),Mon 8:15PM,BAL,"$4,000","$4,000",0
-,D.J. Montgomery (IND - WR),Sun 1:00PM,MIA,"$4,000","$4,000",0
-,Montrell Washington (KC - WR),Sun 4:25PM,@SF,"$4,000",-,-
-,Nick Muse (MIN - TE),Sun 1:00PM,DET,"$4,000",-,-
-,Owen Wright (BAL - RB),Mon 8:15PM,@TB,"$4,000","$4,000",0
-,Keelan Doss (LV - WR),Sun 4:05PM,@LAR,"$4,000","$4,000",0
